Age,Education,Marital_Status,Income,Spending,Loyalty_Duration,Children,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,WebPurchaes,CatalogPurchases,StorePurchases,NumWebVisitsMonth,Income_group,Age_group,Loyalty_group,Wines_segment,Fruits_segment,Meat_segment,Fish_segment,Sweets_segment,Gold_segment,Total_Spending_segment
29,Postgraduate,In relationship,19510.0,30,13.166666666666666,2,63,9,0,7,3,4,7,2,1,0,3,7,Low income,Young,Discovering customers,Low consumer,Non consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
38,Postgraduate,Alone,30992.0,43,17.666666666666668,1,83,17,0,14,7,3,2,1,1,0,3,7,Low income,Adult,Experienced customers,Low consumer,Non consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
31,Postgraduate,Alone,101970.0,1135,19.033333333333335,0,69,722,27,102,44,72,168,0,6,8,13,2,High income,Adult,Experienced customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
49,Postgraduate,In relationship,71488.0,559,19.766666666666666,0,87,162,33,124,40,28,172,2,3,4,7,1,High income,Mature,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
30,Postgraduate,Alone,79607.0,1923,17.7,0,37,450,133,951,173,0,216,1,3,6,6,1,High income,Adult,Experienced customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Non consumer,Biggest consumer,Biggest consumer
61,Postgraduate,In relationship,54348.0,90,3.933333333333333,2,51,70,0,16,0,0,4,2,2,0,4,6,Medium to high income,Mature,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Frequent consumer
58,Postgraduate,In relationship,77376.0,661,4.9,2,72,492,19,110,16,12,12,4,6,3,10,4,High income,Mature,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
62,Postgraduate,In relationship,62998.0,463,12.3,1,10,120,58,73,65,89,58,5,5,4,5,5,Medium to high income,Mature,Discovering customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
56,Postgraduate,Alone,61331.0,632,19.1,2,42,534,5,47,0,5,41,5,11,1,6,8,Medium to high income,Mature,Experienced customers,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer
45,Postgraduate,In relationship,73448.0,725,7.866666666666666,0,10,236,106,189,23,41,130,1,7,2,9,4,High income,Adult,New customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
50,Postgraduate,In relationship,41551.0,279,13.866666666666667,2,51,220,0,33,3,0,23,5,5,1,5,8,Low to medium income,Mature,Discovering customers,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Non consumer,Frequent consumer,Frequent consumer
47,Postgraduate,In relationship,62981.0,1482,18.866666666666667,0,21,796,14,590,38,44,0,1,4,5,13,3,Medium to high income,Mature,Experienced customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Biggest consumer
38,Undergraduate,Alone,9548.0,29,26.233333333333334,1,31,0,1,3,10,6,9,2,1,0,3,8,Low income,Adult,Loyal customers,Non consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
55,Postgraduate,In relationship,33762.0,106,15.133333333333333,3,61,53,1,34,2,0,16,3,2,2,2,8,Low income,Mature,Experienced customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Non consumer,Frequent consumer,Frequent consumer
41,Postgraduate,Alone,35860.0,49,4.6,2,37,15,0,8,4,2,20,2,1,1,2,5,Low to medium income,Adult,New customers,Low consumer,Non consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
49,Postgraduate,Alone,36921.0,38,14.433333333333334,2,74,17,1,12,3,1,4,2,2,0,3,7,Low to medium income,Mature,Discovering customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
22,Postgraduate,Alone,92859.0,2077,23.833333333333332,0,46,962,61,921,52,61,20,1,5,4,12,2,High income,Young,Loyal customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
38,Postgraduate,In relationship,65104.0,1053,10.8,1,4,738,0,232,13,20,50,2,3,5,7,7,Medium to high income,Adult,Discovering customers,Biggest consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
52,Postgraduate,In relationship,86111.0,1385,17.766666666666666,0,73,399,28,756,36,40,126,1,5,7,10,2,High income,Mature,Experienced customers,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
40,Postgraduate,Alone,68352.0,871,13.4,1,47,614,16,132,43,33,33,3,8,5,9,6,Medium to high income,Adult,Discovering customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
26,Postgraduate,In relationship,41883.0,312,18.8,1,13,32,34,41,73,16,116,3,4,2,3,7,Low to medium income,Young,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
38,Postgraduate,In relationship,59809.0,877,23.866666666666667,2,36,598,16,141,32,41,49,3,3,3,6,8,Medium to high income,Adult,Loyal customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
39,Postgraduate,In relationship,23957.0,68,23.533333333333335,1,47,2,1,18,20,11,16,1,2,0,3,6,Low income,Adult,Loyal customers,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
33,Postgraduate,In relationship,38547.0,22,13.4,1,49,6,1,10,0,1,4,1,1,0,2,8,Low to medium income,Adult,Discovering customers,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer,Low consumer,Low consumer
41,Postgraduate,In relationship,35688.0,211,25.766666666666666,3,94,73,3,90,12,1,32,7,4,1,4,8,Low to medium income,Adult,Loyal customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
48,Postgraduate,In relationship,49605.0,127,3.5,0,65,42,16,29,12,20,8,1,2,1,4,3,Low to medium income,Mature,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
61,Postgraduate,In relationship,59354.0,459,5.433333333333334,2,59,295,21,78,39,13,13,1,4,4,7,3,Medium to high income,Mature,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
45,Postgraduate,In relationship,65747.0,460,7.033333333333333,1,96,346,17,48,23,13,13,4,8,1,6,6,Medium to high income,Adult,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
42,Postgraduate,In relationship,46344.0,429,21.966666666666665,1,28,233,20,57,8,20,91,4,7,1,5,7,Low to medium income,Adult,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
26,Postgraduate,Alone,34176.0,89,4.833333333333333,1,12,5,7,24,19,14,20,4,3,0,4,6,Low income,Young,New customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
62,Postgraduate,In relationship,61010.0,1021,24.166666666666668,1,57,888,0,57,0,0,76,2,8,5,11,5,Medium to high income,Mature,Loyal customers,Biggest consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Biggest consumer,Frequent consumer
65,Postgraduate,In relationship,69372.0,1381,19.733333333333334,0,10,997,26,269,34,13,42,1,10,4,6,4,High income,Mature,Experienced customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
56,Postgraduate,Alone,49967.0,306,15.1,1,4,212,6,69,4,12,3,3,6,1,5,7,Low to medium income,Mature,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
36,Postgraduate,Alone,60199.0,18,12.9,3,49,8,1,7,2,0,0,1,0,0,3,4,Medium to high income,Adult,Discovering customers,Low consumer,Low consumer,Low consumer,Low consumer,Non consumer,Non consumer,Low consumer
37,Postgraduate,In relationship,55375.0,162,11.733333333333333,1,3,42,11,57,10,28,14,1,1,1,6,2,Medium to high income,Adult,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
59,Postgraduate,Alone,80317.0,1231,13.666666666666666,0,64,536,11,387,149,91,57,1,3,4,10,1,High income,Mature,Discovering customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
56,Postgraduate,Alone,30523.0,13,15.333333333333334,3,0,5,0,3,0,0,5,1,1,0,2,7,Low income,Mature,Experienced customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
69,Postgraduate,In relationship,70356.0,1706,23.266666666666666,0,20,1349,16,249,43,16,33,2,10,6,9,6,High income,Senior,Loyal customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
30,Postgraduate,In relationship,23228.0,121,9.066666666666666,1,91,53,3,49,7,4,5,4,3,0,4,8,Low income,Adult,New customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
39,Postgraduate,Alone,74165.0,1293,17.366666666666667,0,9,1001,12,240,16,12,12,1,5,4,10,2,High income,Adult,Experienced customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
41,Postgraduate,In relationship,157243.0,1608,7.233333333333333,1,98,20,2,1582,1,2,1,15,0,22,0,0,High income,Adult,New customers,Low consumer,Low consumer,Biggest consumer,Low consumer,Low consumer,Low consumer,Biggest consumer
48,Postgraduate,In relationship,43482.0,88,10.833333333333334,3,83,18,1,32,6,3,28,3,2,0,4,6,Low to medium income,Mature,Discovering customers,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
61,Postgraduate,Alone,62551.0,421,10.666666666666666,0,27,125,16,98,134,21,27,1,6,7,4,3,Medium to high income,Mature,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
55,Postgraduate,Alone,52332.0,259,13.4,0,63,212,5,33,7,0,2,1,3,2,6,4,Medium to high income,Mature,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Low consumer,Frequent consumer
26,Postgraduate,Alone,66951.0,1117,11.2,0,46,277,162,305,173,76,124,1,3,4,7,1,Medium to high income,Young,Discovering customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
57,Postgraduate,In relationship,26091.0,89,7.366666666666666,2,84,15,10,19,8,17,20,3,2,1,3,5,Low income,Mature,New customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
49,Postgraduate,In relationship,33456.0,36,5.533333333333333,2,58,7,3,10,8,1,7,2,1,0,3,7,Low income,Mature,New customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
32,Postgraduate,In relationship,28718.0,57,14.933333333333334,1,78,12,4,6,11,8,16,2,2,0,3,8,Low income,Adult,Discovering customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
44,Postgraduate,In relationship,50447.0,148,5.533333333333333,2,4,85,7,24,2,3,27,1,3,1,3,6,Low to medium income,Adult,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
55,Postgraduate,In relationship,53537.0,93,8.233333333333333,2,17,81,0,6,0,0,6,2,2,1,3,5,Medium to high income,Mature,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Frequent consumer
47,Postgraduate,Alone,52074.0,119,6.1,1,77,59,0,12,0,0,48,1,2,2,2,4,Medium to high income,Mature,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Frequent consumer,Frequent consumer
39,Postgraduate,In relationship,80427.0,1835,25.066666666666666,1,56,1149,71,449,69,71,26,1,11,8,8,5,High income,Adult,Loyal customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
66,Postgraduate,In relationship,83837.0,1318,21.9,0,79,847,66,119,86,89,111,1,9,10,5,4,High income,Senior,Loyal customers,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
44,Postgraduate,In relationship,38853.0,45,4.466666666666667,2,90,29,0,14,0,0,2,2,2,0,3,7,Low to medium income,Adult,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
55,Postgraduate,In relationship,38285.0,10,3.4,3,96,2,0,5,2,0,1,1,0,0,3,2,Low to medium income,Mature,New customers,Low consumer,Non consumer,Low consumer,Low consumer,Non consumer,Low consumer,Low consumer
63,Postgraduate,In relationship,78497.0,978,10.233333333333333,0,44,207,26,447,75,0,223,1,5,7,12,2,High income,Mature,Discovering customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Non consumer,Biggest consumer,Frequent consumer
38,Postgraduate,In relationship,51650.0,191,4.866666666666666,1,81,152,3,22,2,5,7,1,4,1,4,5,Medium to high income,Adult,New customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
26,Postgraduate,In relationship,16248.0,57,4.9,1,77,12,11,10,3,12,9,3,2,1,3,6,Low income,Young,New customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer
68,Postgraduate,In relationship,66835.0,1033,12.366666666666667,0,21,620,26,195,34,17,141,1,6,4,13,2,Medium to high income,Senior,Discovering customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
30,Postgraduate,In relationship,30477.0,66,8.5,1,16,47,1,6,0,0,12,1,1,1,3,6,Low income,Adult,New customers,Frequent consumer,Low consumer,Low consumer,Non consumer,Non consumer,Frequent consumer,Low consumer
53,Undergraduate,In relationship,28249.0,43,3.7,0,80,1,9,7,2,14,10,1,2,0,3,6,Low income,Mature,New customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer
31,Postgraduate,In relationship,25271.0,50,22.266666666666666,1,45,10,1,18,10,4,7,1,1,1,2,9,Low income,Adult,Loyal customers,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
44,Postgraduate,Alone,32303.0,39,7.0,1,63,35,0,2,0,0,2,2,1,0,4,5,Low income,Adult,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
48,Postgraduate,In relationship,61286.0,608,14.266666666666667,1,34,356,0,107,19,9,117,2,7,1,8,5,Medium to high income,Mature,Discovering customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
38,Postgraduate,In relationship,74068.0,1581,18.8,0,14,783,30,537,140,76,15,1,4,10,9,2,High income,Adult,Experienced customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
50,Postgraduate,In relationship,45759.0,68,19.6,2,13,42,1,18,3,0,4,2,2,0,3,7,Low to medium income,Mature,Experienced customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Non consumer,Low consumer,Low consumer
36,Undergraduate,In relationship,24882.0,80,25.166666666666668,1,52,1,4,10,29,0,36,1,1,1,2,6,Low income,Adult,Loyal customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
25,Postgraduate,In relationship,66973.0,1282,16.833333333333332,0,98,466,22,432,147,113,102,1,8,7,12,3,Medium to high income,Young,Experienced customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
114,Postgraduate,Alone,36640.0,65,12.433333333333334,1,99,15,6,8,7,4,25,1,2,1,2,5,Low to medium income,Senior,Discovering customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer
26,Postgraduate,In relationship,38872.0,91,16.4,1,93,23,3,21,3,19,22,2,3,0,3,8,Low to medium income,Young,Experienced customers,Low consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
41,Postgraduate,In relationship,51148.0,315,19.766666666666666,2,38,235,6,45,8,9,12,4,5,1,6,6,Low to medium income,Adult,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
37,Postgraduate,In relationship,31353.0,31,9.3,2,24,10,0,10,3,1,7,2,1,1,2,8,Low income,Adult,Discovering customers,Low consumer,Non consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
